N/A,797812574,N/A,False
N/A,816342698,N/A,False
N/A,775443573,N/A,False
N/A,791884347,N/A,False
N/A,778029950,N/A,False
784307346,784309057,784309057,True
N/A,815332567,N/A,False
N/A,815358198,N/A,False
N/A,821655318,N/A,False
N/A,809026063,N/A,False
N/A,799245793,N/A,False
N/A,790682575,N/A,False
N/A,792853098,N/A,False
N/A,780364976,N/A,False
N/A,766065571,N/A,False
N/A,817979978,N/A,False
N/A,800783057,N/A,False
N/A,797718928,N/A,False
N/A,814930387,N/A,False
N/A,783448694,N/A,False
N/A,771988022,N/A,False
N/A,806181107,N/A,False
N/A,820579204,N/A,False
779679614,780963556,780963556,False
N/A,771924393,N/A,False
N/A,786558243,N/A,False
N/A,816446087,N/A,False
N/A,780405250,N/A,False
N/A,782500689,N/A,False
N/A,766995767,N/A,False
N/A,813826845,N/A,False
N/A,811663880,N/A,False
N/A,784966077,N/A,False
N/A,810069722,N/A,False
N/A,796286508,N/A,False
N/A,768134177,N/A,False
N/A,792668767,N/A,False
769189800,769190466,769190466,True
N/A,812036670,N/A,False
N/A,763302147,N/A,False
808548712,808554542,808554542,True
N/A,770924546,N/A,False
818035502,818035631,818035631,False
N/A,765206080,N/A,False
N/A,777350634,N/A,False
N/A,811033999,N/A,False
N/A,805980498,N/A,False
N/A,813685759,N/A,False
N/A,806999501,N/A,False
N/A,773449288,N/A,False
N/A,805366457,N/A,False
N/A,812969724,N/A,False
773399792,773413969,773413969,True
N/A,771332040,N/A,False
N/A,766171045,N/A,False
820168840,820178422,820178422,True
N/A,772171787,N/A,False
N/A,764504296,N/A,False
N/A,816360696,N/A,False
N/A,779985513,N/A,False
N/A,808226220,N/A,False
N/A,792941145,N/A,False
N/A,814626864,N/A,False
809892625,810171660,810171660,True
N/A,785693698,N/A,False
N/A,802447137,N/A,False
N/A,790770487,N/A,False
N/A,776319792,N/A,False
N/A,791263707,N/A,False
N/A,772355523,N/A,False
N/A,765117421,N/A,False
N/A,769575964,N/A,False
N/A,817414146,N/A,False
763832990,763833506,763833506,True
N/A,766692154,N/A,False
811498045,811560169,811560169,True
N/A,822182192,N/A,False
N/A,822743296,N/A,False
N/A,815549080,N/A,False
N/A,817295202,N/A,False
799164970,799623327,799623327,True
N/A,820905085,N/A,False
795200039,795699571,795699571,True
N/A,810656043,N/A,False
N/A,811935440,N/A,False
N/A,807034710,N/A,False
N/A,800562094,N/A,False
N/A,794302548,N/A,False
N/A,806682146,N/A,False
N/A,775129052,N/A,False
N/A,810575618,N/A,False
N/A,807332994,N/A,False
N/A,806384301,N/A,False
N/A,772796514,N/A,False
N/A,768947225,N/A,False
N/A,795859382,N/A,False
N/A,803607345,N/A,False
N/A,799080943,N/A,False
N/A,821370124,N/A,False
N/A,795932007,N/A,False
N/A,808111858,N/A,False
N/A,782967057,N/A,False
N/A,794454778,N/A,False
N/A,773062734,N/A,False
N/A,784192231,N/A,False
